Date,KTB
2008-01-02,9.45
2008-01-03,9.3
2008-01-04,9.15
2008-01-07,8.850000000000001
2008-01-08,8.8
2008-01-09,8.75
2008-01-10,8.75
2008-01-11,8.75
2008-01-14,8.649999999999999
2008-01-15,8.5
2008-01-16,8.2
2008-01-17,8.4
2008-01-18,8.350000000000001
2008-01-21,8.35
2008-01-22,7.800000000000001
2008-01-23,7.800000000000001
2008-01-24,7.75
2008-01-25,7.9
2008-01-28,7.85
2008-01-29,7.9
2008-01-30,8.2
2008-01-31,8.55
2008-02-01,9.100000000000001
2008-02-04,9.6
2008-02-05,9.5
2008-02-06,9.149999999999999
2008-02-07,9.399999999999999
2008-02-08,9.7
2008-02-11,9.7
2008-02-12,9.7
2008-02-13,9.95
2008-02-14,10.149999999999999
2008-02-15,9.95
2008-02-18,9.95
2008-02-19,9.95
2008-02-20,9.75
2008-02-22,9.7
2008-02-25,9.850000000000001
2008-02-26,9.8
2008-02-27,9.649999999999999
2008-02-28,9.7
2008-02-29,9.899999999999999
2008-03-03,10.0
2008-03-04,9.899999999999999
2008-03-05,9.85
2008-03-06,10.0
2008-03-07,9.8
2008-03-10,9.55
2008-03-11,9.65
2008-03-12,9.95
2008-03-13,9.65
2008-03-14,9.6
2008-03-17,9.4
2008-03-18,9.45
2008-03-19,9.5
2008-03-20,9.3
2008-03-21,9.45
2008-03-24,9.5
2008-03-25,9.5
2008-03-26,9.5
2008-03-27,9.45
2008-03-28,9.55
2008-03-31,9.55
2008-04-01,9.55
2008-04-02,9.75
2008-04-03,9.95
2008-04-04,10.149999999999999
2008-04-08,10.149999999999999
2008-04-09,10.1
2008-04-10,10.0
2008-04-11,9.95
2008-04-16,10.1
2008-04-17,10.3
2008-04-18,10.3
2008-04-21,10.3
2008-04-22,10.2
2008-04-23,9.9
2008-04-24,9.850000000000001
2008-04-25,9.850000000000001
2008-04-28,9.850000000000001
2008-04-29,9.850000000000001
2008-04-30,9.649999999999999
2008-05-02,9.8
2008-05-06,9.7
2008-05-07,9.45
2008-05-08,9.4
2008-05-09,9.350000000000001
2008-05-12,9.25
2008-05-13,9.3
2008-05-14,9.4
2008-05-15,9.350000000000001
2008-05-16,9.25
2008-05-20,9.05
2008-05-21,9.0
2008-05-22,8.95
2008-05-23,9.05
2008-05-26,9.0
2008-05-27,8.95
2008-05-28,8.8
2008-05-29,8.5
2008-05-30,8.4
2008-06-02,8.45
2008-06-03,8.45
2008-06-04,8.45
2008-06-05,8.5
2008-06-06,8.55
2008-06-09,8.3
2008-06-10,8.2
2008-06-11,8.1
2008-06-12,8.05
2008-06-13,8.05
2008-06-16,8.149999999999999
2008-06-17,8.149999999999999
2008-06-18,8.0
2008-06-19,7.95
2008-06-20,7.9
2008-06-23,7.95
2008-06-24,7.95
2008-06-25,8.05
2008-06-26,8.2
2008-06-27,8.05
2008-06-30,8.0
2008-07-02,7.85
2008-07-03,7.7
2008-07-04,7.65
2008-07-07,7.55
2008-07-08,7.55
2008-07-09,7.55
2008-07-10,7.55
2008-07-11,7.65
2008-07-14,7.55
2008-07-15,7.4
2008-07-16,7.199999999999999
2008-07-18,7.1
2008-07-21,7.25
2008-07-22,7.15
2008-07-23,7.2
2008-07-24,7.15
2008-07-25,7.05
2008-07-28,7.05
2008-07-29,6.9
2008-07-30,7.0
2008-07-31,6.9
2008-08-01,6.800000000000001
2008-08-04,6.9
2008-08-05,6.95
2008-08-06,7.1
2008-08-07,7.1
2008-08-08,7.1
2008-08-11,7.4
2008-08-13,7.45
2008-08-14,7.699999999999999
2008-08-15,7.85
2008-08-18,7.699999999999999
2008-08-19,7.35
2008-08-20,7.3
2008-08-21,7.15
2008-08-22,7.199999999999999
2008-08-25,7.25
2008-08-26,7.05
2008-08-27,7.05
2008-08-28,7.1
2008-08-29,7.15
2008-09-01,7.05
2008-09-02,6.85
2008-09-03,6.75
2008-09-04,6.75
2008-09-05,6.7
2008-09-08,6.8
2008-09-09,6.85
2008-09-10,6.85
2008-09-11,6.75
2008-09-12,6.8
2008-09-15,6.75
2008-09-16,6.45
2008-09-17,6.449999999999999
2008-09-18,6.1
2008-09-19,6.4
2008-09-22,6.25
2008-09-23,5.95
2008-09-24,6.15
2008-09-25,6.3
2008-09-26,6.05
2008-09-29,5.9
2008-09-30,5.6
2008-10-01,5.75
2008-10-02,5.75
2008-10-03,5.6
2008-10-06,5.35
2008-10-07,4.95
2008-10-08,4.5
2008-10-09,4.45
2008-10-10,4.199999999999999
2008-10-13,4.55
2008-10-14,5.15
2008-10-15,4.75
2008-10-16,4.55
2008-10-17,4.55
2008-10-20,4.55
2008-10-21,4.449999999999999
2008-10-22,4.25
2008-10-24,4.0
2008-10-27,3.5
2008-10-28,3.5
2008-10-29,3.65
2008-10-30,3.6500000000000004
2008-10-31,3.7
2008-11-03,3.8
2008-11-04,3.8
2008-11-05,3.8
2008-11-06,3.6
2008-11-07,3.6500000000000004
2008-11-10,3.7
2008-11-11,3.55
2008-11-12,3.5
2008-11-13,3.4
2008-11-14,3.45
2008-11-17,3.4
2008-11-18,3.3499999999999996
2008-11-19,3.25
2008-11-20,3.1500000000000004
2008-11-21,3.05
2008-11-24,3.0
2008-11-25,3.0
2008-11-26,3.05
2008-11-27,3.0
2008-11-28,3.05
2008-12-01,3.05
2008-12-02,3.0
2008-12-03,3.1
2008-12-04,3.1
2008-12-08,3.1
2008-12-09,3.3499999999999996
2008-12-11,3.4
2008-12-12,3.3
2008-12-15,3.4
2008-12-16,3.45
2008-12-17,3.45
2008-12-18,3.45
2008-12-19,3.5
2008-12-22,3.5
2008-12-23,3.55
2008-12-24,3.7
2008-12-25,3.7
2008-12-26,3.7
2008-12-29,3.6500000000000004
2008-12-30,3.6500000000000004
2009-01-02,3.6
2009-01-05,3.7
2009-01-06,3.9
2009-01-07,3.95
2009-01-08,3.9
2009-01-09,4.0
2009-01-12,4.0
2009-01-13,3.9
2009-01-14,3.8499999999999996
2009-01-15,3.6500000000000004
2009-01-16,3.6500000000000004
2009-01-19,3.7
2009-01-20,3.6
2009-01-21,3.75
2009-01-22,3.8
2009-01-23,3.75
2009-01-26,3.75
2009-01-27,3.8499999999999996
2009-01-28,3.9
2009-01-29,3.85
2009-01-30,3.7
2009-02-02,3.75
2009-02-03,3.75
2009-02-04,3.8
2009-02-05,3.8
2009-02-06,3.8
2009-02-10,3.8
2009-02-11,3.8
2009-02-12,3.8
2009-02-13,3.8
2009-02-16,3.8
2009-02-17,3.8
2009-02-18,3.8
2009-02-19,3.8
2009-02-20,3.8
2009-02-23,3.8
2009-02-24,3.8
2009-02-25,3.8499999999999996
2009-02-26,3.9
2009-02-27,3.9
2009-03-02,3.8499999999999996
2009-03-03,3.8
2009-03-04,3.8
2009-03-05,3.8499999999999996
2009-03-06,3.9
2009-03-09,3.8499999999999996
2009-03-10,3.9
2009-03-11,3.9
2009-03-12,3.9
2009-03-13,4.05
2009-03-16,4.1
2009-03-17,4.1
2009-03-18,4.15
2009-03-19,4.1
2009-03-20,4.15
2009-03-23,4.2
2009-03-24,4.3
2009-03-25,4.2
2009-03-26,4.2
2009-03-27,4.3
2009-03-30,4.2
2009-03-31,4.25
2009-04-01,4.3
2009-04-02,4.35
2009-04-03,4.5
2009-04-07,4.65
2009-04-08,4.75
2009-04-09,4.8
2009-04-10,4.95
2009-04-16,5.05
2009-04-17,5.15
2009-04-20,5.300000000000001
2009-04-21,5.300000000000001
2009-04-22,5.4
2009-04-23,5.0
2009-04-24,5.05
2009-04-27,4.95
2009-04-28,5.0
2009-04-29,5.0
2009-04-30,5.05
2009-05-04,5.1
2009-05-06,5.35
2009-05-07,5.65
2009-05-11,5.95
2009-05-12,6.4
2009-05-13,6.65
2009-05-14,6.4
2009-05-15,6.5
2009-05-18,6.45
2009-05-19,6.65
2009-05-20,6.7
2009-05-21,6.6
2009-05-22,6.55
2009-05-25,6.55
2009-05-26,6.65
2009-05-27,6.7
2009-05-28,6.7
2009-05-29,6.8
2009-06-01,6.95
2009-06-02,7.199999999999999
2009-06-03,7.65
2009-06-04,7.8
2009-06-05,7.8
2009-06-08,7.6
2009-06-09,7.65
2009-06-10,7.800000000000001
2009-06-11,7.85
2009-06-12,7.95
2009-06-15,7.800000000000001
2009-06-16,7.55
2009-06-17,7.45
2009-06-18,7.45
2009-06-19,7.6
2009-06-22,7.7
2009-06-23,7.5
2009-06-24,7.699999999999999
2009-06-25,7.85
2009-06-26,7.9
2009-06-29,8.05
2009-06-30,8.25
2009-07-02,8.25
2009-07-03,8.149999999999999
2009-07-06,8.1
2009-07-08,8.149999999999999
2009-07-09,8.1
2009-07-10,7.95
2009-07-13,7.699999999999999
2009-07-14,7.7
2009-07-15,7.75
2009-07-16,7.800000000000001
2009-07-17,7.9
2009-07-20,8.1
2009-07-21,7.95
2009-07-22,7.85
2009-07-23,7.95
2009-07-24,8.0
2009-07-27,7.95
2009-07-28,8.0
2009-07-29,7.9
2009-07-30,7.9
2009-07-31,7.95
2009-08-03,7.95
2009-08-04,8.05
2009-08-05,8.1
2009-08-06,8.0
2009-08-07,7.95
2009-08-10,7.95
2009-08-11,8.05
2009-08-13,8.2
2009-08-14,8.3
2009-08-17,8.0
2009-08-18,8.0
2009-08-19,7.95
2009-08-20,8.0
2009-08-21,7.95
2009-08-24,7.95
2009-08-25,7.9
2009-08-26,7.95
2009-08-27,7.9
2009-08-28,7.9
2009-08-31,8.0
2009-09-01,8.0
2009-09-02,7.9
2009-09-03,8.15
2009-09-04,8.5
2009-09-07,8.6
2009-09-08,8.55
2009-09-09,8.5
2009-09-10,8.5
2009-09-11,8.5
2009-09-14,8.5
2009-09-15,8.649999999999999
2009-09-16,8.75
2009-09-17,8.75
2009-09-18,8.649999999999999
2009-09-21,8.6
2009-09-22,8.649999999999999
2009-09-23,8.7
2009-09-24,8.6
2009-09-25,8.6
2009-09-28,8.45
2009-09-29,8.55
2009-09-30,8.5
2009-10-01,8.649999999999999
2009-10-02,8.75
2009-10-05,8.75
2009-10-06,8.95
2009-10-07,9.4
2009-10-08,9.45
2009-10-09,9.4
2009-10-12,9.5
2009-10-13,9.5
2009-10-14,9.25
2009-10-15,8.85
2009-10-16,8.75
2009-10-19,8.9
2009-10-20,9.05
2009-10-21,8.85
2009-10-22,8.6
2009-10-26,8.649999999999999
2009-10-27,8.6
2009-10-28,8.6
2009-10-29,8.45
2009-10-30,8.4
2009-11-02,8.2
2009-11-03,8.149999999999999
2009-11-04,8.3
2009-11-05,8.3
2009-11-06,8.45
2009-11-09,8.6
2009-11-10,8.899999999999999
2009-11-11,9.3
2009-11-12,9.25
2009-11-13,9.05
2009-11-16,9.149999999999999
2009-11-17,9.149999999999999
2009-11-18,8.95
2009-11-19,8.7
2009-11-20,8.649999999999999
2009-11-23,8.7
2009-11-24,8.6
2009-11-25,8.649999999999999
2009-11-26,8.6
2009-11-27,8.5
2009-11-30,8.6
2009-12-01,8.899999999999999
2009-12-02,8.95
2009-12-03,9.15
2009-12-04,9.3
2009-12-08,9.4
2009-12-09,9.2
2009-12-11,9.25
2009-12-14,9.350000000000001
2009-12-15,9.3
2009-12-16,9.3
2009-12-17,9.3
2009-12-18,9.3
2009-12-21,9.25
2009-12-22,9.3
2009-12-23,9.4
2009-12-24,9.350000000000001
2009-12-25,9.3
2009-12-28,9.350000000000001
2009-12-29,9.350000000000001
2009-12-30,9.350000000000001
2010-01-04,9.3
2010-01-05,9.4
2010-01-06,9.45
2010-01-07,9.649999999999999
2010-01-08,9.8
2010-01-11,9.8
2010-01-12,9.75
2010-01-13,9.7
2010-01-14,9.8
2010-01-15,9.75
2010-01-18,9.8
2010-01-19,9.7
2010-01-20,9.45
2010-01-21,9.350000000000001
2010-01-22,9.2
2010-01-25,9.1
2010-01-26,9.149999999999999
2010-01-27,9.1
2010-01-28,9.0
2010-01-29,8.95
2010-02-01,9.1
2010-02-02,9.149999999999999
2010-02-03,9.149999999999999
2010-02-04,9.149999999999999
2010-02-05,8.9
2010-02-08,8.8
2010-02-09,8.7
2010-02-10,8.7
2010-02-11,8.8
2010-02-12,8.95
2010-02-15,8.8
2010-02-16,8.75
2010-02-17,8.8
2010-02-18,8.850000000000001
2010-02-19,8.9
2010-02-22,9.05
2010-02-23,9.2
2010-02-24,9.25
2010-02-25,9.2
2010-02-26,9.350000000000001
2010-03-02,9.5
2010-03-03,9.649999999999999
2010-03-04,9.5
2010-03-05,9.45
2010-03-08,9.45
2010-03-09,9.4
2010-03-10,9.5
2010-03-11,9.55
2010-03-12,9.7
2010-03-15,9.85
2010-03-16,10.15
2010-03-17,10.3
2010-03-18,10.25
2010-03-19,10.350000000000001
2010-03-22,10.45
2010-03-23,10.9
2010-03-24,11.0
2010-03-25,10.850000000000001
2010-03-26,10.9
2010-03-29,10.8
2010-03-30,10.85
2010-03-31,11.35
2010-04-01,11.7
2010-04-02,11.8
2010-04-05,11.85
2010-04-07,12.45
2010-04-08,12.6
2010-04-09,12.75
2010-04-12,12.3
2010-04-16,11.9
2010-04-19,11.149999999999999
2010-04-20,11.85
2010-04-21,11.95
2010-04-22,11.6
2010-04-23,11.4
2010-04-26,11.8
2010-04-27,11.850000000000001
2010-04-28,11.6
2010-04-29,11.55
2010-04-30,11.6
2010-05-04,11.85
2010-05-06,11.95
2010-05-07,11.45
2010-05-10,11.6
2010-05-11,11.600000000000001
2010-05-12,11.5
2010-05-13,11.4
2010-05-14,11.25
2010-05-17,11.0
2010-05-18,11.149999999999999
2010-05-19,11.2
2010-05-20,11.4
2010-05-21,11.4
2010-05-24,11.15
2010-05-25,10.5
2010-05-26,10.4
2010-05-27,10.350000000000001
2010-05-31,10.8
2010-06-01,11.1
2010-06-02,11.0
2010-06-03,11.5
2010-06-04,11.75
2010-06-07,11.45
2010-06-08,11.4
2010-06-09,11.65
2010-06-10,11.850000000000001
2010-06-11,11.850000000000001
2010-06-14,11.9
2010-06-15,12.05
2010-06-16,12.2
2010-06-17,12.05
2010-06-18,12.1
2010-06-21,12.4
2010-06-22,12.45
2010-06-23,12.4
2010-06-24,12.15
2010-06-25,11.9
2010-06-28,12.0
2010-06-29,11.95
2010-06-30,11.850000000000001
2010-07-02,12.0
2010-07-05,12.0
2010-07-06,12.2
2010-07-07,12.25
2010-07-08,12.4
2010-07-09,12.5
2010-07-12,12.45
2010-07-13,12.25
2010-07-14,12.25
2010-07-15,12.05
2010-07-16,12.0
2010-07-19,11.95
2010-07-20,12.0
2010-07-21,12.0
2010-07-22,12.1
2010-07-23,12.350000000000001
2010-07-27,12.5
2010-07-28,12.65
2010-07-29,12.4
2010-07-30,12.25
2010-08-02,12.25
2010-08-03,12.25
2010-08-04,12.25
2010-08-05,12.4
2010-08-06,12.4
2010-08-09,12.4
2010-08-10,12.15
2010-08-11,11.95
2010-08-16,11.850000000000001
2010-08-17,11.8
2010-08-18,11.9
2010-08-19,12.149999999999999
2010-08-20,12.1
2010-08-23,12.05
2010-08-24,11.95
2010-08-25,11.9
2010-08-26,11.95
2010-08-27,12.0
2010-08-30,12.350000000000001
2010-08-31,13.0
2010-09-01,13.75
2010-09-02,13.95
2010-09-03,13.95
2010-09-06,13.7
2010-09-07,14.3
2010-09-08,14.25
2010-09-09,14.35
2010-09-10,13.9
2010-09-13,14.15
2010-09-14,14.2
2010-09-15,13.8
2010-09-16,13.9
2010-09-17,14.05
2010-09-20,14.2
2010-09-21,14.5
2010-09-22,14.649999999999999
2010-09-23,14.75
2010-09-24,14.95
2010-09-27,15.2
2010-09-28,15.25
2010-09-29,15.35
2010-09-30,15.75
2010-10-01,16.2
2010-10-04,16.2
2010-10-05,16.05
2010-10-06,16.2
2010-10-07,16.0
2010-10-08,16.05
2010-10-11,16.1
2010-10-12,16.05
2010-10-13,16.299999999999997
2010-10-14,16.6
2010-10-15,16.7
2010-10-18,16.35
2010-10-19,16.2
2010-10-20,16.05
2010-10-21,16.25
2010-10-22,16.2
2010-10-26,16.25
2010-10-27,16.15
2010-10-28,16.15
2010-10-29,15.95
2010-11-01,16.05
2010-11-02,16.15
2010-11-03,16.299999999999997
2010-11-04,16.549999999999997
2010-11-05,16.9
2010-11-08,16.9
2010-11-09,16.799999999999997
2010-11-10,16.7
2010-11-11,16.65
2010-11-12,16.1
2010-11-15,15.950000000000001
2010-11-16,15.75
2010-11-17,15.3
2010-11-18,15.55
2010-11-19,15.9
2010-11-22,15.9
2010-11-23,15.55
2010-11-24,15.45
2010-11-25,15.5
2010-11-26,15.3
2010-11-29,15.399999999999999
2010-11-30,15.35
2010-12-01,15.65
2010-12-02,16.0
2010-12-03,16.1
2010-12-07,15.85
2010-12-08,15.55
2010-12-09,15.6
2010-12-13,15.6
2010-12-14,15.8
2010-12-15,15.95
2010-12-16,16.2
2010-12-17,16.25
2010-12-20,16.05
2010-12-21,16.35
2010-12-22,16.35
2010-12-23,16.3
2010-12-24,16.25
2010-12-27,16.3
2010-12-28,16.450000000000003
2010-12-29,16.65
2010-12-30,16.5
2011-01-04,16.65
2011-01-05,16.85
2011-01-06,17.4
2011-01-07,17.35
2011-01-10,16.75
2011-01-11,16.549999999999997
2011-01-12,16.9
2011-01-13,17.3
2011-01-14,17.55
2011-01-17,17.45
2011-01-18,17.25
2011-01-19,17.5
2011-01-20,17.35
2011-01-21,16.8
2011-01-24,16.2
2011-01-25,16.0
2011-01-26,16.05
2011-01-27,16.1
2011-01-28,15.9
2011-01-31,15.2
2011-02-01,14.6
2011-02-02,14.8
2011-02-03,15.1
2011-02-04,15.1
2011-02-07,15.100000000000001
2011-02-08,15.1
2011-02-09,15.25
2011-02-10,15.2
2011-02-11,15.149999999999999
2011-02-14,15.45
2011-02-15,15.75
2011-02-16,16.0
2011-02-17,16.05
2011-02-18,15.950000000000001
2011-02-21,15.850000000000001
2011-02-22,15.45
2011-02-23,15.25
2011-02-24,14.95
2011-02-25,15.1
2011-02-28,15.3
2011-03-01,15.55
2011-03-02,15.350000000000001
2011-03-03,15.5
2011-03-04,15.8
2011-03-07,15.9
2011-03-08,16.25
2011-03-09,16.450000000000003
2011-03-10,16.25
2011-03-11,16.0
2011-03-14,16.1
2011-03-15,15.9
2011-03-16,15.9
2011-03-17,15.7
2011-03-21,16.05
2011-03-22,16.5
2011-03-23,16.7
2011-03-24,17.15
2011-03-25,17.4
2011-03-28,17.45
2011-03-29,17.299999999999997
2011-03-30,17.35
2011-03-31,17.4
2011-04-01,17.55
2011-04-04,18.05
2011-04-05,18.0
2011-04-07,17.95
2011-04-08,17.85
2011-04-11,17.75
2011-04-12,17.75
2011-04-18,18.200000000000003
2011-04-19,18.25
2011-04-20,18.5
2011-04-21,18.8
2011-04-22,19.15
2011-04-25,19.35
2011-04-26,19.1
2011-04-27,19.1
2011-04-28,18.4
2011-04-29,18.35
2011-05-03,18.2
2011-05-04,17.950000000000003
2011-05-06,17.9
