Date,LH
2017-11-13,10.4
2017-11-14,10.6
2017-11-15,10.6
2017-11-16,10.5
2017-11-17,10.55
2017-11-20,10.55
2017-11-21,10.6
2017-11-22,10.7
2017-11-23,10.850000000000001
2017-11-24,10.8
2017-11-27,10.5
2017-11-28,10.3
2017-11-29,10.350000000000001
2017-11-30,10.45
2017-12-01,10.45
2017-12-04,10.350000000000001
2017-12-06,10.3
2017-12-07,10.350000000000001
2017-12-08,10.3
2017-12-12,10.350000000000001
2017-12-13,10.350000000000001
2017-12-14,10.3
2017-12-15,10.3
2017-12-18,10.350000000000001
2017-12-19,10.4
2017-12-20,10.350000000000001
2017-12-21,10.3
2017-12-22,10.3
2017-12-25,10.4
2017-12-26,10.55
2017-12-27,10.649999999999999
2017-12-28,10.600000000000001
2017-12-29,10.5
