Date,CENTEL
2007-01-03,6.25
2007-01-04,6.15
2007-01-05,6.0
2007-01-08,5.9
2007-01-09,5.699999999999999
2007-01-10,5.65
2007-01-11,6.0
2007-01-12,5.95
2007-01-15,5.9
2007-01-16,5.75
2007-01-17,5.6
2007-01-18,5.55
2007-01-19,5.6
2007-01-22,5.6
2007-01-23,5.699999999999999
2007-01-24,6.0
2007-01-25,6.1
2007-01-26,6.15
2007-01-29,6.2
2007-01-30,6.15
2007-01-31,6.05
2007-02-01,6.0
2007-02-02,6.1
2007-02-05,6.2
2007-02-06,6.2
2007-02-07,6.15
2007-02-08,6.2
2007-02-09,6.15
2007-02-12,6.0
2007-02-13,6.0
2007-02-14,6.0
2007-02-15,6.05
2007-02-16,6.1
2007-02-19,6.2
2007-02-20,6.2
2007-02-21,6.2
2007-02-22,6.2
2007-02-23,6.25
2007-02-26,6.2
2007-02-27,6.2
2007-02-28,6.15
2007-03-01,6.2
2007-03-02,6.2
2007-03-06,6.1
2007-03-07,5.9
2007-03-08,5.85
2007-03-09,5.85
2007-03-12,5.85
2007-03-13,5.85
2007-03-14,5.8
2007-03-15,5.8
2007-03-16,5.8
2007-03-19,5.8
2007-03-20,5.75
2007-03-21,5.7
2007-03-22,5.7
2007-03-23,5.6
2007-03-26,5.65
2007-03-27,5.6
2007-03-28,5.6
2007-03-29,5.6
2007-03-30,5.55
2007-04-02,5.5
2007-04-03,5.45
2007-04-04,5.4
2007-04-05,5.4
2007-04-09,5.5
2007-04-10,5.45
2007-04-11,5.4
2007-04-12,5.4
2007-04-17,5.300000000000001
2007-04-18,5.2
2007-04-19,5.15
2007-04-20,5.2
2007-04-23,5.2
2007-04-24,5.15
2007-04-25,5.15
2007-04-26,5.2
2007-04-27,5.15
2007-04-30,5.1
2007-05-02,5.05
2007-05-03,5.1
2007-05-04,5.05
2007-05-08,5.05
2007-05-09,5.0
2007-05-10,5.0
2007-05-11,5.0
2007-05-14,5.1
2007-05-15,5.5
2007-05-16,5.699999999999999
2007-05-17,5.75
2007-05-18,5.7
2007-05-21,5.65
2007-05-22,5.6
2007-05-23,5.65
2007-05-24,5.55
2007-05-25,5.6
2007-05-28,5.55
2007-05-29,5.6
2007-05-30,5.55
2007-06-01,5.6
2007-06-04,5.6
2007-06-05,5.6
2007-06-06,5.6
2007-06-07,5.6
2007-06-08,5.6
2007-06-11,5.6
2007-06-12,5.6
2007-06-13,5.45
2007-06-14,5.4
2007-06-15,5.45
2007-06-18,5.55
2007-06-19,5.6
2007-06-20,5.6
2007-06-21,5.6
2007-06-22,5.6
2007-06-25,5.65
2007-06-26,5.699999999999999
2007-06-27,5.8
2007-06-28,5.8
2007-06-29,5.8
2007-07-02,5.85
2007-07-03,6.0
2007-07-04,6.199999999999999
2007-07-05,6.35
2007-07-06,6.4
2007-07-09,6.4
2007-07-10,6.4
2007-07-11,6.25
2007-07-12,6.15
2007-07-13,6.15
2007-07-16,6.2
2007-07-17,6.25
2007-07-18,6.25
2007-07-19,6.25
2007-07-20,6.3
2007-07-23,6.3
2007-07-24,6.300000000000001
2007-07-25,6.300000000000001
2007-07-26,6.2
2007-07-27,6.15
2007-07-31,6.0
2007-08-01,6.0
2007-08-02,5.9
2007-08-03,5.8
2007-08-06,5.6
2007-08-07,5.699999999999999
2007-08-08,5.8
2007-08-09,5.85
2007-08-10,5.75
2007-08-14,5.65
2007-08-15,5.45
2007-08-16,5.2
2007-08-17,5.2
2007-08-20,5.4
2007-08-21,5.35
2007-08-22,5.25
2007-08-23,5.25
2007-08-24,5.2
2007-08-27,5.3
2007-08-28,5.3
2007-08-29,5.2
2007-08-30,5.4
2007-08-31,5.35
2007-09-03,5.55
2007-09-04,5.5
2007-09-05,5.55
2007-09-06,5.6
2007-09-07,5.6
2007-09-10,5.4
2007-09-11,5.45
2007-09-12,5.45
2007-09-13,5.45
2007-09-14,5.5
2007-09-17,5.45
2007-09-18,5.4
2007-09-19,5.45
2007-09-20,5.5
2007-09-21,5.5
2007-09-24,5.6
2007-09-25,5.6
2007-09-26,5.6
2007-09-27,5.65
2007-09-28,5.75
2007-10-01,5.75
2007-10-02,5.8
2007-10-03,5.8
2007-10-04,5.65
2007-10-05,5.85
2007-10-08,6.0
2007-10-09,5.95
2007-10-10,6.0
2007-10-11,6.1
2007-10-12,6.3
2007-10-15,6.3
2007-10-16,6.199999999999999
2007-10-17,6.1
2007-10-18,6.2
2007-10-19,6.2
2007-10-22,6.0
2007-10-24,6.15
2007-10-25,6.1
2007-10-26,6.1
2007-10-29,6.0
2007-10-30,6.05
2007-10-31,6.05
2007-11-01,6.05
2007-11-02,6.0
2007-11-05,5.9
2007-11-06,5.95
2007-11-07,5.95
2007-11-08,5.8
2007-11-09,5.65
2007-11-12,5.6
2007-11-13,5.65
2007-11-14,5.65
2007-11-15,5.6
2007-11-16,5.6
2007-11-19,5.65
2007-11-20,5.6
2007-11-21,5.55
2007-11-22,5.5
2007-11-23,5.55
2007-11-26,5.65
2007-11-27,5.6
2007-11-28,5.6
2007-11-29,5.55
2007-11-30,5.55
2007-12-03,5.45
2007-12-04,5.4
2007-12-06,5.4
2007-12-07,5.35
2007-12-11,5.300000000000001
2007-12-12,5.4
2007-12-13,5.5
2007-12-14,5.6
2007-12-17,5.45
2007-12-18,5.5
2007-12-19,5.45
2007-12-20,5.35
2007-12-21,5.35
2007-12-24,5.35
2007-12-25,5.35
2007-12-26,5.5
2007-12-27,5.6
2007-12-28,5.6
2008-01-02,5.5
2008-01-03,5.5
2008-01-04,5.6
2008-01-07,5.6
2008-01-08,5.6
2008-01-09,5.6
2008-01-10,5.6
2008-01-11,5.6
2008-01-14,5.6
2008-01-15,5.6
2008-01-16,5.45
2008-01-17,5.55
2008-01-18,5.6
2008-01-21,5.55
2008-01-22,5.4
2008-01-23,5.4
2008-01-24,5.4
2008-01-25,5.4
2008-01-28,5.4
2008-01-29,5.4
2008-01-30,5.45
2008-01-31,5.55
2008-02-01,5.6
2008-02-04,5.6
2008-02-05,5.6
2008-02-06,5.6
2008-02-07,5.6
2008-02-08,5.6
2008-02-11,5.6
2008-02-12,5.6
2008-02-13,5.6
2008-02-14,5.6
2008-02-15,5.6
2008-02-18,5.7
2008-02-19,5.75
2008-02-20,5.75
2008-02-22,5.75
2008-02-25,5.7
2008-02-26,5.8
2008-02-27,5.75
2008-02-28,5.8
2008-02-29,5.8
2008-03-03,5.75
2008-03-04,5.75
2008-03-05,5.7
2008-03-06,5.75
2008-03-07,5.8
2008-03-10,5.65
2008-03-11,5.6
2008-03-12,5.65
2008-03-13,5.6
2008-03-14,5.75
2008-03-17,5.6
2008-03-18,5.6
2008-03-19,5.6
2008-03-20,5.6
2008-03-21,5.6
2008-03-24,5.6
2008-03-25,5.6
2008-03-26,5.6
2008-03-27,5.7
2008-03-28,5.6
2008-03-31,5.75
2008-04-01,5.8
2008-04-02,5.75
2008-04-03,5.8
2008-04-04,5.8
2008-04-08,5.8
2008-04-09,5.8
2008-04-10,5.8
2008-04-11,5.8
2008-04-16,5.8
2008-04-17,5.8
2008-04-18,5.8
2008-04-21,5.8
2008-04-22,5.8
2008-04-23,5.8
2008-04-24,5.75
2008-04-25,5.8
2008-04-28,5.65
2008-04-29,5.6
2008-04-30,5.65
2008-05-02,5.8
2008-05-06,5.75
2008-05-07,5.75
2008-05-08,5.8
2008-05-09,5.6
2008-05-12,5.6
2008-05-13,5.65
2008-05-14,5.699999999999999
2008-05-15,5.75
2008-05-16,5.85
2008-05-20,5.8
2008-05-21,5.699999999999999
2008-05-22,5.6
2008-05-23,5.6
2008-05-26,5.6
2008-05-27,5.6
2008-05-28,5.6
2008-05-29,5.65
2008-05-30,5.7
2008-06-02,5.7
2008-06-03,5.75
2008-06-04,5.8
2008-06-05,5.85
2008-06-06,6.0
2008-06-09,5.95
2008-06-10,5.9
2008-06-11,5.9
2008-06-12,6.0
2008-06-13,6.1
2008-06-16,6.2
2008-06-17,6.15
2008-06-18,6.15
2008-06-19,6.05
2008-06-20,6.1
2008-06-23,6.05
2008-06-24,6.0
2008-06-25,6.0
2008-06-26,6.0
2008-06-27,6.05
2008-06-30,6.05
2008-07-02,5.85
2008-07-03,5.8
2008-07-04,5.8
2008-07-07,5.8
2008-07-08,5.8
2008-07-09,5.8
2008-07-10,5.8
2008-07-11,5.85
2008-07-14,5.85
2008-07-15,5.75
2008-07-16,5.699999999999999
2008-07-18,5.6
2008-07-21,5.6
2008-07-22,5.65
2008-07-23,5.65
2008-07-24,5.5
2008-07-25,5.4
2008-07-28,5.35
2008-07-29,5.25
2008-07-30,5.2
2008-07-31,5.2
2008-08-01,5.2
2008-08-04,5.2
2008-08-05,5.2
2008-08-06,5.2
2008-08-07,5.15
2008-08-08,5.05
2008-08-11,5.05
2008-08-13,5.0
2008-08-14,5.0
2008-08-15,4.95
2008-08-18,4.85
2008-08-19,4.8
2008-08-20,4.8
2008-08-21,4.8
2008-08-22,4.8
2008-08-25,4.8
2008-08-26,4.75
2008-08-27,4.75
2008-08-28,4.8
2008-08-29,4.8
2008-09-01,4.75
2008-09-02,4.75
2008-09-03,4.75
2008-09-04,4.7
2008-09-05,4.7
2008-09-08,4.7
2008-09-09,4.7
2008-09-10,4.75
2008-09-11,4.9
2008-09-12,5.05
2008-09-15,5.0
2008-09-16,4.85
2008-09-17,4.85
2008-09-18,4.8
2008-09-19,4.95
2008-09-22,5.05
2008-09-23,5.0
2008-09-24,5.0
2008-09-25,5.0
2008-09-26,5.0
2008-09-29,5.0
2008-09-30,4.95
2008-10-01,5.0
2008-10-02,5.0
2008-10-03,5.0
2008-10-06,4.85
2008-10-07,4.699999999999999
2008-10-08,4.4
2008-10-09,4.25
2008-10-10,4.25
2008-10-13,4.1
2008-10-14,4.4
2008-10-15,4.2
2008-10-16,4.1
2008-10-17,4.1
2008-10-20,4.1
2008-10-21,4.05
2008-10-22,4.0
2008-10-24,4.0
2008-10-27,3.8499999999999996
2008-10-28,3.9
2008-10-29,3.9
2008-10-30,3.8499999999999996
2008-10-31,3.8
2008-11-03,3.8
2008-11-04,3.8499999999999996
2008-11-05,3.8
2008-11-06,3.8
2008-11-07,3.8
2008-11-10,3.8
2008-11-11,3.75
2008-11-12,3.75
2008-11-13,3.7
2008-11-14,3.8
2008-11-17,3.7
2008-11-18,3.6
2008-11-19,3.45
2008-11-20,3.4
2008-11-21,3.4
2008-11-24,3.4
2008-11-25,3.4
2008-11-26,3.3
2008-11-27,3.1500000000000004
2008-11-28,3.2
2008-12-01,3.1
2008-12-02,3.0
2008-12-03,3.0
2008-12-04,3.05
2008-12-08,3.1
2008-12-09,3.1500000000000004
2008-12-11,3.1
2008-12-12,3.2
2008-12-15,3.2
2008-12-16,3.2
2008-12-17,3.2
2008-12-18,3.1500000000000004
2008-12-19,3.1
2008-12-22,3.1
2008-12-23,3.0
2008-12-24,3.05
2008-12-25,3.05
2008-12-26,3.1
2008-12-29,3.1
2008-12-30,3.1500000000000004
2009-01-02,3.1
2009-01-05,3.1
2009-01-06,3.1
2009-01-07,3.1500000000000004
2009-01-08,3.25
2009-01-09,3.25
2009-01-12,3.25
2009-01-13,3.1500000000000004
2009-01-14,3.1
2009-01-15,3.1
2009-01-16,3.2
2009-01-19,3.2
2009-01-20,3.1500000000000004
2009-01-21,3.1
2009-01-22,3.1
2009-01-23,3.1
2009-01-26,3.2
2009-01-27,3.2
2009-01-28,3.1500000000000004
2009-01-29,3.1500000000000004
2009-01-30,3.1
2009-02-02,3.1
2009-02-03,3.1
2009-02-04,3.1
2009-02-05,3.1
2009-02-06,3.1
2009-02-10,3.1
2009-02-11,3.1500000000000004
2009-02-12,3.1500000000000004
2009-02-13,3.1
2009-02-16,3.1
2009-02-17,3.1
2009-02-18,3.1
2009-02-19,3.1
2009-02-20,3.2
2009-02-23,3.1
2009-02-24,3.1
2009-02-25,3.1
2009-02-26,3.1
2009-02-27,3.1
2009-03-02,3.1
2009-03-03,3.05
2009-03-04,3.0
2009-03-05,3.1
2009-03-06,3.1
2009-03-09,3.05
2009-03-10,3.0
2009-03-11,3.05
2009-03-12,3.0
2009-03-13,3.0
2009-03-16,3.0
2009-03-17,3.05
2009-03-18,3.05
2009-03-19,3.1
2009-03-20,3.1
2009-03-23,3.05
2009-03-24,3.05
2009-03-25,3.05
2009-03-26,3.1
2009-03-27,3.05
2009-03-30,3.1
2009-03-31,3.1
2009-04-01,3.1
2009-04-02,3.1
2009-04-03,3.1
2009-04-07,3.1
2009-04-08,3.1
2009-04-09,3.1
2009-04-10,3.1
2009-04-16,3.1
2009-04-17,3.05
2009-04-20,3.0
2009-04-21,3.0
2009-04-22,3.0
2009-04-23,3.05
2009-04-24,3.1
2009-04-27,3.1
2009-04-28,3.0
2009-04-29,3.05
2009-04-30,3.05
2009-05-04,3.0
2009-05-06,3.0
2009-05-07,3.0
2009-05-11,3.0
2009-05-12,3.0
2009-05-13,3.0
2009-05-14,2.95
2009-05-15,2.9
2009-05-18,2.9
2009-05-19,2.9
2009-05-20,2.95
2009-05-21,2.9
2009-05-22,2.9
2009-05-25,2.9
2009-05-26,2.9
2009-05-27,2.9
2009-05-28,2.9
2009-05-29,2.9
2009-06-01,2.9
2009-06-02,2.9
2009-06-03,2.9
2009-06-04,2.9
2009-06-05,2.95
2009-06-08,2.95
2009-06-09,3.1
2009-06-10,3.2
2009-06-11,3.25
2009-06-12,3.25
2009-06-15,3.1500000000000004
2009-06-16,3.05
2009-06-17,3.05
2009-06-18,2.95
2009-06-19,3.0
2009-06-22,3.0
2009-06-23,2.95
2009-06-24,3.0
2009-06-25,3.05
2009-06-26,3.05
2009-06-29,3.05
2009-06-30,3.1
2009-07-02,3.1
2009-07-03,3.0
2009-07-06,3.0
2009-07-08,3.0
2009-07-09,3.0
2009-07-10,3.0
2009-07-13,3.0
2009-07-14,3.0
2009-07-15,3.0
2009-07-16,3.0
2009-07-17,3.0
2009-07-20,3.0
2009-07-21,3.0
2009-07-22,3.0
2009-07-23,3.0
2009-07-24,3.05
2009-07-27,3.1
2009-07-28,3.1
2009-07-29,3.05
2009-07-30,3.05
2009-07-31,3.1
2009-08-03,3.1
2009-08-04,3.1
2009-08-05,3.1
2009-08-06,3.1
2009-08-07,3.1
2009-08-10,3.25
2009-08-11,3.3
2009-08-13,3.3
2009-08-14,3.3
2009-08-17,3.25
2009-08-18,3.25
2009-08-19,3.3
2009-08-20,3.3499999999999996
2009-08-21,3.55
2009-08-24,3.6500000000000004
2009-08-25,3.6
2009-08-26,3.8
2009-08-27,3.8499999999999996
2009-08-28,3.8
2009-08-31,3.8
2009-09-01,3.75
2009-09-02,3.75
2009-09-03,3.8
2009-09-04,3.75
2009-09-07,3.7
2009-09-08,3.75
2009-09-09,3.75
2009-09-10,3.8
2009-09-11,3.8
2009-09-14,3.75
2009-09-15,3.8
2009-09-16,3.8499999999999996
2009-09-17,3.8499999999999996
2009-09-18,3.9
2009-09-21,4.05
2009-09-22,4.3
2009-09-23,4.3
2009-09-24,4.25
2009-09-25,4.2
2009-09-28,4.15
2009-09-29,4.2
2009-09-30,4.35
2009-10-01,4.45
2009-10-02,4.6
2009-10-05,4.85
2009-10-06,4.95
2009-10-07,4.9
2009-10-08,4.85
2009-10-09,4.8
2009-10-12,4.75
2009-10-13,4.65
2009-10-14,4.5
2009-10-15,4.3
2009-10-16,4.199999999999999
2009-10-19,4.35
2009-10-20,4.3
2009-10-21,4.35
2009-10-22,4.3
2009-10-26,4.3
2009-10-27,4.35
2009-10-28,4.3
2009-10-29,4.2
2009-10-30,4.25
2009-11-02,4.1
2009-11-03,4.15
2009-11-04,4.25
2009-11-05,4.2
2009-11-06,4.25
2009-11-09,4.3
2009-11-10,4.35
2009-11-11,4.35
2009-11-12,4.25
2009-11-13,4.2
2009-11-16,4.2
2009-11-17,4.2
2009-11-18,4.2
2009-11-19,4.1
2009-11-20,4.1
2009-11-23,4.199999999999999
2009-11-24,4.15
2009-11-25,4.15
2009-11-26,4.15
2009-11-27,4.1
2009-11-30,4.15
2009-12-01,4.2
2009-12-02,4.2
2009-12-03,4.15
2009-12-04,4.15
2009-12-08,4.2
2009-12-09,4.2
2009-12-11,4.2
2009-12-14,4.2
2009-12-15,4.3
2009-12-16,4.25
2009-12-17,4.2
2009-12-18,4.2
2009-12-21,4.2
2009-12-22,4.2
2009-12-23,4.2
2009-12-24,4.2
2009-12-25,4.25
2009-12-28,4.35
2009-12-29,4.35
2009-12-30,4.25
2010-01-04,4.2
2010-01-05,4.2
2010-01-06,4.25
2010-01-07,4.3
2010-01-08,4.35
2010-01-11,4.4
2010-01-12,4.4
2010-01-13,4.4
2010-01-14,4.4
2010-01-15,4.35
2010-01-18,4.3
2010-01-19,4.300000000000001
2010-01-20,4.2
2010-01-21,4.15
2010-01-22,4.1
2010-01-25,4.1
2010-01-26,4.1
2010-01-27,4.05
2010-01-28,3.95
2010-01-29,3.8499999999999996
2010-02-01,3.9
2010-02-02,3.9
2010-02-03,3.9
2010-02-04,4.0
2010-02-05,3.95
2010-02-08,3.9
2010-02-09,3.9
2010-02-10,3.9
2010-02-11,3.9
2010-02-12,3.9
2010-02-15,3.9
2010-02-16,3.9
2010-02-17,3.9
2010-02-18,3.9
2010-02-19,3.9
2010-02-22,3.9
2010-02-23,3.95
2010-02-24,3.9
2010-02-25,3.95
2010-02-26,3.95
2010-03-02,4.0
2010-03-03,4.1
2010-03-04,4.15
2010-03-05,4.15
2010-03-08,4.05
2010-03-09,4.0
2010-03-10,4.0
2010-03-11,4.0
2010-03-12,4.05
2010-03-15,4.0
2010-03-16,4.05
2010-03-17,4.2
2010-03-18,4.15
2010-03-19,4.15
2010-03-22,4.15
2010-03-23,4.1
2010-03-24,4.1
2010-03-25,4.1
2010-03-26,4.1
2010-03-29,4.1
2010-03-30,4.1
2010-03-31,4.1
2010-04-01,4.1
2010-04-02,4.1
2010-04-05,4.1
2010-04-07,4.1
2010-04-08,4.05
2010-04-09,4.0
2010-04-12,3.9
2010-04-16,3.8499999999999996
2010-04-19,3.75
2010-04-20,3.8
2010-04-21,3.8
2010-04-22,3.8
2010-04-23,3.8
2010-04-26,3.8
2010-04-27,3.8
2010-04-28,3.8
2010-04-29,3.8
2010-04-30,3.8
2010-05-04,4.0
2010-05-06,3.95
2010-05-07,3.9
2010-05-10,3.95
2010-05-11,4.0
2010-05-12,3.95
2010-05-13,3.95
2010-05-14,3.9
2010-05-17,3.8
2010-05-18,3.8
2010-05-19,3.8499999999999996
2010-05-20,3.833333333333333
2010-05-21,3.8166666666666664
2010-05-24,3.8
2010-05-25,3.7
2010-05-26,3.75
2010-05-27,3.8
2010-05-31,3.8
2010-06-01,3.8
2010-06-02,3.8
2010-06-03,3.9
2010-06-04,3.95
2010-06-07,3.9
2010-06-08,3.9
2010-06-09,3.9
2010-06-10,3.9
2010-06-11,3.95
2010-06-14,3.9
2010-06-15,3.9
2010-06-16,3.95
2010-06-17,3.9
2010-06-18,3.9
2010-06-21,3.9
2010-06-22,3.9
2010-06-23,3.95
2010-06-24,3.9
2010-06-25,3.9
2010-06-28,3.9
2010-06-29,3.9
2010-06-30,3.95
2010-07-02,4.0
2010-07-05,4.15
2010-07-06,4.15
2010-07-07,4.300000000000001
2010-07-08,4.55
2010-07-09,4.75
2010-07-12,4.75
2010-07-13,4.65
2010-07-14,4.65
2010-07-15,4.6
2010-07-16,4.6
2010-07-19,4.65
2010-07-20,4.75
2010-07-21,4.75
2010-07-22,4.85
2010-07-23,5.0
2010-07-27,5.05
2010-07-28,5.15
2010-07-29,5.2
2010-07-30,5.2
2010-08-02,5.300000000000001
2010-08-03,5.55
2010-08-04,5.6
2010-08-05,5.55
2010-08-06,5.6
2010-08-09,5.6
2010-08-10,5.5
2010-08-11,5.4
2010-08-16,5.35
2010-08-17,5.25
2010-08-18,5.300000000000001
2010-08-19,5.5
2010-08-20,5.5
2010-08-23,5.45
2010-08-24,5.45
2010-08-25,5.4
2010-08-26,5.6
2010-08-27,5.8
2010-08-30,5.75
2010-08-31,5.65
2010-09-01,5.65
2010-09-02,5.65
2010-09-03,5.65
2010-09-06,5.6
2010-09-07,5.45
2010-09-08,5.35
2010-09-09,5.2
2010-09-10,5.15
2010-09-13,5.05
2010-09-14,5.0
2010-09-15,5.0
2010-09-16,5.25
2010-09-17,5.4
2010-09-20,5.45
2010-09-21,5.4
2010-09-22,5.35
2010-09-23,5.3
2010-09-24,5.2
2010-09-27,5.2
2010-09-28,5.35
2010-09-29,5.45
2010-09-30,5.45
2010-10-01,5.6
2010-10-04,5.55
2010-10-05,5.5
2010-10-06,5.6
2010-10-07,5.5
2010-10-08,5.25
2010-10-11,5.05
2010-10-12,5.1
2010-10-13,5.15
2010-10-14,5.2
2010-10-15,5.05
2010-10-18,5.0
2010-10-19,5.0
2010-10-20,5.05
2010-10-21,5.0
2010-10-22,5.0
2010-10-26,5.15
2010-10-27,5.15
2010-10-28,5.1
2010-10-29,5.0
2010-11-01,5.0
2010-11-02,5.0
2010-11-03,4.9
2010-11-04,4.8
2010-11-05,4.8
2010-11-08,4.8
2010-11-09,4.75
2010-11-10,4.7
2010-11-11,4.7
2010-11-12,4.55
2010-11-15,4.6
2010-11-16,4.65
2010-11-17,4.6
2010-11-18,4.75
2010-11-19,4.7
2010-11-22,4.7
2010-11-23,4.7
2010-11-24,4.65
2010-11-25,4.65
2010-11-26,4.6
2010-11-29,4.6
2010-11-30,4.6
2010-12-01,4.6
2010-12-02,4.699999999999999
2010-12-03,4.85
2010-12-07,4.85
2010-12-08,4.8
2010-12-09,4.85
2010-12-13,4.85
2010-12-14,4.9
2010-12-15,5.050000000000001
2010-12-16,5.1
2010-12-17,5.0
2010-12-20,4.95
2010-12-21,4.95
2010-12-22,5.0
2010-12-23,5.0
2010-12-24,4.95
2010-12-27,5.0
2010-12-28,5.0
2010-12-29,5.0
2010-12-30,5.0
2011-01-04,5.0
2011-01-05,4.95
2011-01-06,4.9
2011-01-07,4.9
2011-01-10,4.85
2011-01-11,4.75
2011-01-12,4.8
2011-01-13,4.8
2011-01-14,4.8
2011-01-17,4.8
2011-01-18,4.8
2011-01-19,4.9
2011-01-20,4.9
2011-01-21,4.85
2011-01-24,4.75
2011-01-25,4.55
2011-01-26,4.55
2011-01-27,4.6
2011-01-28,4.65
2011-01-31,4.6
2011-02-01,4.6
2011-02-02,4.6
2011-02-03,4.6
2011-02-04,4.65
2011-02-07,4.7
2011-02-08,4.7
2011-02-09,4.65
2011-02-10,4.6
2011-02-11,4.55
2011-02-14,4.6
2011-02-15,4.6
2011-02-16,4.65
2011-02-17,4.7
2011-02-18,4.7
2011-02-21,4.7
2011-02-22,4.7
2011-02-23,4.7
2011-02-24,4.8
2011-02-25,4.8
2011-02-28,4.699999999999999
2011-03-01,4.65
2011-03-02,4.7
2011-03-03,4.7
2011-03-04,4.800000000000001
2011-03-07,4.9
2011-03-08,4.95
2011-03-09,5.0
2011-03-10,5.05
2011-03-11,5.05
2011-03-14,5.0
2011-03-15,4.95
2011-03-16,5.0
2011-03-17,5.0
2011-03-21,5.0
2011-03-22,5.0
2011-03-23,5.0
2011-03-24,5.0
2011-03-25,5.0
2011-03-28,5.0
2011-03-29,5.0
2011-03-30,5.15
2011-03-31,5.300000000000001
2011-04-01,5.300000000000001
2011-04-04,5.300000000000001
2011-04-05,5.25
2011-04-07,5.45
2011-04-08,5.45
2011-04-11,5.45
2011-04-12,5.5
2011-04-18,5.699999999999999
2011-04-19,5.85
2011-04-20,6.0
2011-04-21,6.300000000000001
2011-04-22,6.45
2011-04-25,6.300000000000001
2011-04-26,6.2
2011-04-27,6.2
2011-04-28,6.15
2011-04-29,6.0
2011-05-03,6.0
2011-05-04,6.1
2011-05-06,6.199999999999999
2011-05-09,6.5
2011-05-10,6.8
2011-05-11,6.8
2011-05-12,6.9
2011-05-13,7.0
2011-05-18,7.5
2011-05-19,7.4
2011-05-20,7.300000000000001
2011-05-23,7.15
2011-05-24,7.0
2011-05-25,7.05
2011-05-26,7.35
2011-05-27,7.65
2011-05-30,7.8
2011-05-31,8.05
2011-06-01,8.05
2011-06-02,7.949999999999999
2011-06-03,8.0
2011-06-06,7.95
2011-06-07,7.75
2011-06-08,7.55
2011-06-09,7.5
2011-06-10,7.65
2011-06-13,7.5
2011-06-14,7.35
2011-06-15,7.45
2011-06-16,7.35
2011-06-17,7.5
2011-06-20,7.5
2011-06-21,7.6
2011-06-22,7.6
2011-06-23,7.699999999999999
2011-06-24,7.9
2011-06-27,7.9
2011-06-28,7.8
2011-06-29,7.9
2011-06-30,8.2
2011-07-04,8.5
2011-07-05,8.45
2011-07-06,8.5
2011-07-07,8.8
2011-07-08,9.15
2011-07-11,9.350000000000001
2011-07-12,9.1
2011-07-13,9.2
2011-07-14,9.3
2011-07-18,9.55
2011-07-19,9.9
2011-07-20,9.95
2011-07-21,9.850000000000001
2011-07-22,9.85
2011-07-25,9.7
2011-07-26,9.75
2011-07-27,9.8
2011-07-28,10.05
2011-07-29,10.3
2011-08-01,10.95
2011-08-02,11.4
2011-08-03,11.399999999999999
2011-08-04,11.85
2011-08-05,11.4
2011-08-08,11.35
2011-08-09,10.7
2011-08-10,10.95
2011-08-11,10.9
2011-08-15,11.1
2011-08-16,11.45
2011-08-17,11.75
2011-08-18,11.55
2011-08-19,10.85
2011-08-22,10.8
2011-08-23,10.95
2011-08-24,11.0
2011-08-25,10.75
2011-08-26,10.35
2011-08-29,10.45
2011-08-30,10.35
2011-08-31,10.45
2011-09-01,10.649999999999999
2011-09-02,10.649999999999999
2011-09-05,10.4
2011-09-06,10.3
2011-09-07,10.350000000000001
2011-09-08,10.350000000000001
2011-09-09,10.350000000000001
2011-09-12,9.95
2011-09-13,9.85
2011-09-14,9.45
2011-09-15,9.15
2011-09-16,9.1
2011-09-19,9.05
2011-09-20,9.15
2011-09-21,9.1
2011-09-22,8.850000000000001
2011-09-23,8.5
2011-09-26,7.800000000000001
2011-09-27,7.75
2011-09-28,8.0
2011-09-29,8.1
2011-09-30,8.1
2011-10-03,7.699999999999999
2011-10-04,7.5
2011-10-05,7.4
2011-10-06,7.699999999999999
2011-10-07,7.9
2011-10-10,7.8
2011-10-11,7.95
2011-10-12,8.0
2011-10-13,8.1
2011-10-14,8.0
2011-10-17,8.399999999999999
2011-10-18,8.3
2011-10-19,8.3
2011-10-20,8.2
2011-10-21,8.2
2011-10-25,8.149999999999999
2011-10-26,8.0
2011-10-27,8.05
2011-10-28,8.2
2011-10-31,8.2
2011-11-01,8.2
2011-11-02,8.149999999999999
2011-11-03,8.149999999999999
2011-11-04,8.350000000000001
2011-11-07,8.55
2011-11-08,9.0
2011-11-09,9.35
2011-11-10,9.5
2011-11-11,10.1
2011-11-14,10.05
2011-11-15,9.95
2011-11-16,10.100000000000001
2011-11-17,10.25
2011-11-18,10.05
2011-11-21,9.85
2011-11-22,9.7
2011-11-23,9.75
2011-11-24,9.9
2011-11-25,9.95
2011-11-28,9.9
2011-11-29,10.0
2011-11-30,9.95
2011-12-01,10.05
2011-12-02,10.05
2011-12-06,10.05
2011-12-07,10.35
2011-12-08,10.6
2011-12-09,10.45
2011-12-13,10.45
2011-12-14,10.3
2011-12-15,10.15
2011-12-16,10.25
2011-12-19,10.350000000000001
2011-12-20,10.5
2011-12-21,10.6
2011-12-22,10.4
2011-12-23,10.3
2011-12-26,10.1
2011-12-27,10.05
2011-12-28,9.95
2011-12-29,9.95
2011-12-30,10.1
2012-01-04,10.05
2012-01-05,10.5
2012-01-06,10.75
2012-01-09,10.8
2012-01-10,11.2
2012-01-11,11.3
2012-01-12,11.25
2012-01-13,11.3
2012-01-16,11.350000000000001
2012-01-17,11.350000000000001
2012-01-18,11.3
2012-01-19,11.350000000000001
2012-01-20,11.25
