Date,SCC
2017-07-07,506.0
2017-07-11,500.0
2017-07-12,496.0
2017-07-13,501.0
2017-07-14,509.0
2017-07-17,509.0
2017-07-18,508.0
2017-07-19,508.0
2017-07-20,505.0
2017-07-21,502.0
2017-07-24,503.0
2017-07-25,506.0
2017-07-26,504.0
2017-07-27,500.0
2017-07-31,503.0
2017-08-01,502.0
2017-08-02,501.0
2017-08-03,499.0
2017-08-04,498.0
2017-08-07,490.0
2017-08-08,487.0
2017-08-09,487.0
2017-08-10,487.0
2017-08-11,485.0
2017-08-15,487.0
2017-08-16,493.0
2017-08-17,496.0
2017-08-18,494.0
2017-08-21,490.0
2017-08-22,490.0
2017-08-23,492.0
2017-08-24,489.0
2017-08-25,486.0
2017-08-28,486.0
2017-08-29,496.0
2017-08-30,504.0
2017-08-31,501.0
2017-09-01,498.0
2017-09-04,499.0
2017-09-05,499.0
2017-09-06,499.0
2017-09-07,499.0
2017-09-08,500.0
2017-09-11,498.0
2017-09-12,497.0
2017-09-13,497.0
2017-09-14,498.0
2017-09-15,501.0
2017-09-18,509.0
2017-09-19,509.0
2017-09-20,508.0
2017-09-21,508.0
2017-09-22,504.0
2017-09-25,504.0
2017-09-26,501.0
2017-09-27,500.0
2017-09-28,496.0
2017-09-29,498.0
2017-10-02,500.0
2017-10-03,503.0
2017-10-04,502.0
2017-10-05,498.0
2017-10-06,497.0
2017-10-09,498.0
2017-10-10,499.0
2017-10-11,502.0
2017-10-12,501.0
2017-10-16,500.0
2017-10-17,498.0
2017-10-18,496.0
2017-10-19,491.0
2017-10-20,490.0
2017-10-24,490.0
2017-10-25,489.0
2017-10-27,490.0
2017-10-30,490.0
2017-10-31,489.0
2017-11-01,485.0
2017-11-02,479.0
2017-11-03,480.0
2017-11-06,480.0
2017-11-07,480.0
2017-11-08,476.0
2017-11-09,473.0
2017-11-10,473.0
2017-11-13,474.0
2017-11-14,475.0
2017-11-15,473.0
2017-11-16,471.0
2017-11-17,473.0
2017-11-20,478.0
2017-11-21,484.0
2017-11-22,494.0
2017-11-23,494.0
2017-11-24,490.0
2017-11-27,488.0
2017-11-28,486.0
2017-11-29,484.0
2017-11-30,477.0
2017-12-01,475.0
2017-12-04,473.0
2017-12-06,474.0
2017-12-07,477.0
2017-12-08,478.0
2017-12-12,478.0
2017-12-13,479.0
2017-12-14,481.0
2017-12-15,480.0
2017-12-18,481.0
2017-12-19,483.0
2017-12-20,487.0
2017-12-21,494.0
2017-12-22,490.0
2017-12-25,490.0
2017-12-26,489.0
2017-12-27,487.0
2017-12-28,483.0
2017-12-29,483.0
