Date,MINT
2016-12-16,35.5
2016-12-19,35.0
2016-12-20,35.0
2016-12-21,34.75
2016-12-22,34.35
2016-12-23,34.2
2016-12-26,34.8
2016-12-27,34.9
2016-12-28,35.1
2016-12-29,35.35
2016-12-30,35.65
2017-01-04,36.15
2017-01-05,36.35
2017-01-06,36.1
2017-01-09,36.0
2017-01-10,36.0
2017-01-11,35.65
2017-01-12,35.8
2017-01-16,35.4
2017-01-17,35.1
2017-01-18,34.9
2017-01-19,34.35
2017-01-20,34.0
2017-01-23,34.0
2017-01-24,34.25
2017-01-25,35.0
2017-01-26,35.2
2017-01-27,35.35
2017-01-30,35.0
2017-01-31,34.9
2017-02-01,34.75
2017-02-02,34.65
2017-02-03,34.5
2017-02-06,34.5
2017-02-07,34.8
2017-02-08,35.75
2017-02-09,36.1
2017-02-10,35.6
2017-02-14,35.2
2017-02-15,35.35
2017-02-16,35.0
2017-02-17,34.9
2017-02-20,34.9
2017-02-21,33.9
2017-02-22,34.0
2017-02-23,33.65
2017-02-24,33.75
2017-02-27,34.1
2017-02-28,34.35
2017-03-01,34.5
2017-03-02,34.65
2017-03-03,34.65
2017-03-06,35.0
2017-03-07,34.75
2017-03-08,34.5
2017-03-09,34.35
2017-03-10,34.2
2017-03-13,34.1
2017-03-14,34.1
2017-03-15,34.2
2017-03-16,34.65
2017-03-17,34.9
2017-03-20,35.1
2017-03-21,35.1
2017-03-22,35.25
2017-03-23,35.9
2017-03-24,35.9
2017-03-27,36.1
2017-03-28,36.35
2017-03-29,36.5
2017-03-30,36.65
2017-03-31,36.8
2017-04-03,36.9
2017-04-04,36.9
2017-04-05,37.35
2017-04-07,37.5
2017-04-10,37.1
2017-04-11,37.1
2017-04-12,37.1
2017-04-17,36.75
2017-04-18,36.9
2017-04-19,37.35
2017-04-20,37.35
2017-04-21,36.9
2017-04-24,36.65
2017-04-25,37.0
2017-04-26,37.25
2017-04-27,37.65
2017-04-28,37.35
2017-05-02,37.35
2017-05-03,37.2
2017-05-04,37.1
2017-05-08,37.0
2017-05-09,37.2
2017-05-11,37.2
2017-05-12,36.6
2017-05-15,36.0
2017-05-16,36.1
2017-05-17,35.6
2017-05-18,34.9
2017-05-19,35.65
2017-05-22,36.8
2017-05-23,37.15
2017-05-24,37.5
2017-05-25,37.35
2017-05-26,37.35
2017-05-29,37.65
2017-05-30,37.8
2017-05-31,37.65
2017-06-01,37.4
2017-06-02,36.9
2017-06-05,36.75
2017-06-06,37.15
2017-06-07,37.4
2017-06-08,37.1
2017-06-09,37.1
2017-06-12,37.0
2017-06-13,37.5
2017-06-14,37.65
2017-06-15,38.5
2017-06-16,39.25
2017-06-19,39.9
2017-06-20,39.5
2017-06-21,39.35
2017-06-22,40.15
2017-06-23,40.65
2017-06-26,40.9
2017-06-27,41.5
2017-06-28,41.5
2017-06-29,40.85
2017-06-30,40.2
2017-07-03,40.75
2017-07-04,40.85
2017-07-05,40.5
2017-07-06,40.15
2017-07-07,40.1
2017-07-11,40.6
2017-07-12,41.0
2017-07-13,41.0
2017-07-14,41.1
2017-07-17,41.15
2017-07-18,41.1
2017-07-19,41.1
2017-07-20,41.0
2017-07-21,41.1
2017-07-24,41.35
2017-07-25,41.5
2017-07-26,41.1
2017-07-27,41.25
2017-07-31,41.85
2017-08-01,41.85
2017-08-02,41.2
2017-08-03,41.1
2017-08-04,40.9
2017-08-07,40.9
2017-08-08,40.65
2017-08-09,40.0
2017-08-10,39.75
2017-08-11,39.4
2017-08-15,39.1
2017-08-16,39.4
2017-08-17,39.5
2017-08-18,38.75
2017-08-21,38.65
2017-08-22,38.9
2017-08-23,39.1
2017-08-24,39.0
2017-08-25,38.9
2017-08-28,39.2
2017-08-29,39.5
2017-08-30,39.8
2017-08-31,39.9
2017-09-01,39.9
2017-09-04,39.65
2017-09-05,39.35
2017-09-06,39.2
2017-09-07,39.2
2017-09-08,39.5
2017-09-11,39.25
2017-09-12,39.0
2017-09-13,38.75
2017-09-14,38.8
2017-09-15,38.9
2017-09-18,39.2
2017-09-19,39.65
2017-09-20,40.0
2017-09-21,40.0
2017-09-22,39.5
2017-09-25,39.1
2017-09-26,39.35
2017-09-27,40.3
2017-09-28,40.65
2017-09-29,40.65
2017-10-02,41.15
2017-10-03,41.5
2017-10-04,41.25
2017-10-05,41.25
2017-10-06,41.2
2017-10-09,41.15
2017-10-10,40.8
2017-10-11,41.25
2017-10-12,41.65
2017-10-16,41.5
2017-10-17,41.5
2017-10-18,41.25
2017-10-19,40.7
2017-10-20,40.5
2017-10-24,41.0
2017-10-25,41.5
2017-10-27,42.15
2017-10-30,43.1
2017-10-31,43.35
2017-11-01,43.35
2017-11-02,43.1
2017-11-03,43.5
2017-11-06,44.7
2017-11-07,44.9
2017-11-08,44.25
2017-11-09,43.75
2017-11-10,42.85
2017-11-13,42.5
2017-11-14,43.3
2017-11-15,43.25
2017-11-16,43.1
2017-11-17,43.85
2017-11-20,44.35
2017-11-21,45.0
2017-11-22,44.5
2017-11-23,43.8
2017-11-24,43.5
2017-11-27,43.25
2017-11-28,44.0
2017-11-29,44.15
2017-11-30,43.5
2017-12-01,43.75
2017-12-04,43.0
2017-12-06,42.0
2017-12-07,42.25
2017-12-08,42.5
2017-12-12,42.0
2017-12-13,41.75
2017-12-14,42.0
2017-12-15,42.5
2017-12-18,42.8
2017-12-19,43.0
2017-12-20,43.6
2017-12-21,43.6
2017-12-22,43.1
2017-12-25,43.35
2017-12-26,43.5
2017-12-27,44.15
2017-12-28,44.15
2017-12-29,43.9
